fecha_hora,Temperatura,Calidad
2014-02-07 23:10:00,20.000000,1
2014-02-07 23:11:00,20.000000,1
2014-02-07 23:12:00,20.000000,1
2014-02-07 23:13:00,20.000000,1
2014-02-07 23:14:00,20.000000,1
2014-02-07 23:15:00,19.900000,1
2014-02-07 23:16:00,19.900000,1
2014-02-07 23:17:00,19.900000,1
2014-02-07 23:18:00,19.900000,1
2014-02-07 23:19:00,19.900000,1
2014-02-07 23:20:00,19.900000,1
2014-02-07 23:21:00,19.900000,1
2014-02-07 23:22:00,19.800000,1
2014-02-07 23:23:00,19.800000,1
2014-02-07 23:24:00,19.800000,1
2014-02-07 23:25:00,19.800000,1
2014-02-07 23:26:00,19.700000,1
2014-02-07 23:27:00,19.700000,1
2014-02-07 23:28:00,19.700000,1
2014-02-07 23:29:00,19.700000,1
2014-02-07 23:30:00,19.700000,1
2014-02-07 23:31:00,19.700000,1
2014-02-07 23:32:00,19.700000,1
2014-02-07 23:33:00,19.700000,1
2014-02-07 23:34:00,19.700000,1
2014-02-07 23:35:00,19.700000,1
2014-02-07 23:36:00,19.700000,1
2014-02-07 23:37:00,19.700000,1
2014-02-07 23:38:00,19.700000,1
2014-02-07 23:39:00,19.700000,1
2014-02-07 23:40:00,19.600000,1
2014-02-07 23:41:00,19.600000,1
2014-02-07 23:42:00,19.600000,1
2014-02-07 23:43:00,19.600000,1
2014-02-07 23:44:00,19.600000,1
2014-02-07 23:45:00,19.600000,1
2014-02-07 23:46:00,19.600000,1
2014-02-07 23:47:00,19.600000,1
2014-02-07 23:48:00,19.600000,1
2014-02-07 23:49:00,19.600000,1
2014-02-07 23:50:00,19.600000,1
2014-02-07 23:51:00,19.600000,1
2014-02-07 23:52:00,19.600000,1
2014-02-07 23:53:00,19.700000,1
2014-02-07 23:54:00,19.700000,1
2014-02-07 23:55:00,19.600000,1
2014-02-07 23:56:00,19.600000,1
2014-02-07 23:57:00,19.600000,1
2014-02-07 23:58:00,19.600000,1
2014-02-07 23:59:00,19.600000,1
2014-02-08 00:00:00,19.600000,1
2014-02-08 00:01:00,19.600000,1
2014-02-08 00:02:00,19.600000,1
2014-02-08 00:03:00,19.500000,1
2014-02-08 00:04:00,19.500000,1
2014-02-08 00:05:00,19.500000,1
2014-02-08 00:06:00,19.500000,1
2014-02-08 00:07:00,19.500000,1
2014-02-08 00:08:00,19.500000,1
2014-02-08 00:09:00,19.500000,1
2014-02-08 00:10:00,19.500000,1
2014-02-08 00:11:00,19.400000,1
2014-02-08 00:12:00,19.400000,1
2014-02-08 00:13:00,19.400000,1
2014-02-08 00:14:00,19.400000,1
2014-02-08 00:15:00,19.400000,1
2014-02-08 00:16:00,19.300000,1
2014-02-08 00:17:00,19.300000,1
2014-02-08 00:18:00,19.300000,1
2014-02-08 00:19:00,19.300000,1
2014-02-08 00:20:00,19.300000,1
2014-02-08 00:21:00,19.300000,1
2014-02-08 00:22:00,19.300000,1
2014-02-08 00:23:00,19.300000,1
2014-02-08 00:24:00,19.300000,1
2014-02-08 00:25:00,19.300000,1
2014-02-08 00:26:00,19.300000,1
2014-02-08 00:27:00,19.300000,1
2014-02-08 00:28:00,19.300000,1
2014-02-08 00:29:00,19.300000,1
2014-02-08 00:30:00,19.300000,1
2014-02-08 00:31:00,19.300000,1
2014-02-08 00:32:00,19.300000,1
2014-02-08 00:33:00,19.300000,1
2014-02-08 00:34:00,19.300000,1
2014-02-08 00:35:00,19.300000,1
2014-02-08 00:36:00,19.300000,1
2014-02-08 00:37:00,19.300000,1
2014-02-08 00:38:00,19.300000,1
2014-02-08 00:39:00,19.300000,1
2014-02-08 00:40:00,19.300000,1
2014-02-08 00:41:00,19.300000,1
2014-02-08 00:42:00,19.300000,1
2014-02-08 00:43:00,19.300000,1
2014-02-08 00:44:00,19.300000,1
2014-02-08 00:45:00,19.300000,1
2014-02-08 00:46:00,19.300000,1
2014-02-08 00:47:00,19.300000,1
2014-02-08 00:48:00,19.300000,1
2014-02-08 00:49:00,19.300000,1
2014-02-08 00:50:00,19.300000,1
2014-02-08 00:51:00,19.300000,1
2014-02-08 00:52:00,19.200000,1
2014-02-08 00:53:00,19.200000,1
2014-02-08 00:54:00,19.200000,1
2014-02-08 00:55:00,19.200000,1
2014-02-08 00:56:00,19.200000,1
2014-02-08 00:57:00,19.100000,1
2014-02-08 00:58:00,19.100000,1
2014-02-08 00:59:00,19.100000,1
2014-02-08 01:00:00,19.100000,1
2014-02-08 01:01:00,19.100000,1
2014-02-08 01:02:00,19.100000,1
2014-02-08 01:03:00,19.100000,1
2014-02-08 01:04:00,19.000000,1
2014-02-08 01:05:00,19.000000,1
2014-02-08 01:06:00,19.000000,1
2014-02-08 01:07:00,19.000000,1
2014-02-08 01:08:00,19.000000,1
2014-02-08 01:09:00,19.000000,1
2014-02-08 01:10:00,19.100000,1
2014-02-08 01:11:00,19.100000,1
2014-02-08 01:12:00,19.100000,1
2014-02-08 01:13:00,19.100000,1
2014-02-08 01:14:00,19.100000,1
2014-02-08 01:15:00,19.100000,1
2014-02-08 01:16:00,19.100000,1
2014-02-08 01:17:00,19.100000,1
2014-02-08 01:18:00,19.100000,1
2014-02-08 01:19:00,19.100000,1
2014-02-08 01:20:00,19.100000,1
2014-02-08 01:21:00,19.100000,1
2014-02-08 01:22:00,19.100000,1
2014-02-08 01:23:00,19.100000,1
2014-02-08 01:24:00,19.100000,1
2014-02-08 01:25:00,19.100000,1
2014-02-08 01:26:00,19.100000,1
2014-02-08 01:27:00,19.100000,1
2014-02-08 01:28:00,19.100000,1
2014-02-08 01:29:00,19.100000,1
2014-02-08 01:30:00,19.100000,1
2014-02-08 01:31:00,19.100000,1
2014-02-08 01:32:00,19.100000,1
2014-02-08 01:33:00,19.100000,1
2014-02-08 01:34:00,19.100000,1
2014-02-08 01:35:00,19.100000,1
2014-02-08 01:36:00,19.100000,1
2014-02-08 01:37:00,19.100000,1
2014-02-08 01:38:00,19.100000,1
2014-02-08 01:39:00,19.000000,1
2014-02-08 01:40:00,19.000000,1
2014-02-08 01:41:00,19.000000,1
2014-02-08 01:42:00,19.000000,1
2014-02-08 01:43:00,19.000000,1
2014-02-08 01:44:00,19.000000,1
2014-02-08 01:45:00,19.000000,1
2014-02-08 01:46:00,19.000000,1
2014-02-08 01:47:00,19.000000,1
2014-02-08 01:48:00,19.000000,1
2014-02-08 01:49:00,19.000000,1
2014-02-08 01:50:00,19.000000,1
2014-02-08 01:51:00,19.000000,1
2014-02-08 01:52:00,19.000000,1
2014-02-08 01:53:00,19.000000,1
2014-02-08 01:54:00,19.000000,1
2014-02-08 01:55:00,19.000000,1
2014-02-08 01:56:00,19.000000,1
2014-02-08 01:57:00,19.000000,1
2014-02-08 01:58:00,19.000000,1
2014-02-08 01:59:00,19.000000,1
2014-02-08 02:00:00,19.100000,1
2014-02-08 02:01:00,19.100000,1
2014-02-08 02:02:00,19.100000,1
2014-02-08 02:03:00,19.100000,1
2014-02-08 02:04:00,19.100000,1
2014-02-08 02:05:00,19.100000,1
2014-02-08 02:06:00,19.000000,1
2014-02-08 02:07:00,19.000000,1
2014-02-08 02:08:00,19.000000,1
2014-02-08 02:09:00,19.000000,1
2014-02-08 02:10:00,19.000000,1
2014-02-08 02:11:00,19.000000,1
2014-02-08 02:12:00,19.000000,1
2014-02-08 02:13:00,19.000000,1
2014-02-08 02:14:00,19.000000,1
2014-02-08 02:15:00,19.000000,1
2014-02-08 02:16:00,19.000000,1
2014-02-08 02:17:00,19.000000,1
2014-02-08 02:18:00,19.000000,1
2014-02-08 02:19:00,19.000000,1
2014-02-08 02:20:00,19.000000,1
2014-02-08 02:21:00,19.000000,1
2014-02-08 02:22:00,19.000000,1
2014-02-08 02:23:00,19.000000,1
2014-02-08 02:24:00,19.000000,1
2014-02-08 02:25:00,19.000000,1
2014-02-08 02:26:00,19.100000,1
2014-02-08 02:27:00,19.100000,1
2014-02-08 02:28:00,19.100000,1
2014-02-08 02:29:00,19.100000,1
2014-02-08 02:30:00,19.000000,1
2014-02-08 02:31:00,19.000000,1
2014-02-08 02:32:00,19.000000,1
2014-02-08 02:33:00,19.000000,1
2014-02-08 02:34:00,19.000000,1
2014-02-08 02:35:00,19.000000,1
2014-02-08 02:36:00,19.000000,1
2014-02-08 02:37:00,19.000000,1
2014-02-08 02:38:00,19.000000,1
2014-02-08 02:39:00,19.000000,1
2014-02-08 02:40:00,19.000000,1
2014-02-08 02:41:00,19.100000,1
2014-02-08 02:42:00,19.000000,1
2014-02-08 02:43:00,19.000000,1
2014-02-08 02:44:00,19.100000,1
2014-02-08 02:45:00,19.000000,1
2014-02-08 02:46:00,19.000000,1
2014-02-08 02:47:00,19.100000,1
2014-02-08 02:48:00,19.100000,1
2014-02-08 02:49:00,19.100000,1
2014-02-08 02:50:00,19.100000,1
2014-02-08 02:51:00,19.100000,1
2014-02-08 02:52:00,19.100000,1
2014-02-08 02:53:00,19.100000,1
2014-02-08 02:54:00,19.100000,1
2014-02-08 02:55:00,19.200000,1
2014-02-08 02:56:00,19.200000,1
2014-02-08 02:57:00,19.200000,1
2014-02-08 02:58:00,19.200000,1
2014-02-08 02:59:00,19.300000,1
2014-02-08 03:00:00,19.300000,1
2014-02-08 03:01:00,19.300000,1
2014-02-08 03:02:00,19.300000,1
2014-02-08 03:03:00,19.300000,1
2014-02-08 03:04:00,19.300000,1
2014-02-08 03:05:00,19.300000,1
2014-02-08 03:06:00,19.300000,1
2014-02-08 03:07:00,19.300000,1
2014-02-08 03:08:00,19.400000,1
2014-02-08 03:09:00,19.400000,1
2014-02-08 03:10:00,19.400000,1
2014-02-08 03:11:00,19.400000,1
2014-02-08 03:12:00,19.400000,1
2014-02-08 03:13:00,19.400000,1
2014-02-08 03:14:00,19.400000,1
2014-02-08 03:15:00,19.400000,1
2014-02-08 03:16:00,19.400000,1
2014-02-08 03:17:00,19.400000,1
2014-02-08 03:18:00,19.400000,1
2014-02-08 03:19:00,19.400000,1
2014-02-08 03:20:00,19.400000,1
2014-02-08 03:21:00,19.400000,1
2014-02-08 03:22:00,19.400000,1
2014-02-08 03:23:00,19.400000,1
2014-02-08 03:24:00,19.400000,1
2014-02-08 03:25:00,19.400000,1
2014-02-08 03:26:00,19.400000,1
2014-02-08 03:27:00,19.400000,1
2014-02-08 03:28:00,19.400000,1
2014-02-08 03:29:00,19.400000,1
2014-02-08 03:30:00,19.400000,1
2014-02-08 03:31:00,19.400000,1
2014-02-08 03:32:00,19.300000,1
2014-02-08 03:33:00,19.300000,1
2014-02-08 03:34:00,19.300000,1
2014-02-08 03:35:00,19.300000,1
2014-02-08 03:36:00,19.300000,1
2014-02-08 03:37:00,19.300000,1
2014-02-08 03:38:00,19.300000,1
2014-02-08 03:39:00,19.200000,1
2014-02-08 03:40:00,19.200000,1
2014-02-08 03:41:00,19.100000,1
2014-02-08 03:42:00,19.100000,1
2014-02-08 03:43:00,19.000000,1
2014-02-08 03:44:00,19.000000,1
2014-02-08 03:45:00,19.000000,1
2014-02-08 03:46:00,18.900000,1
2014-02-08 03:47:00,18.900000,1
2014-02-08 03:48:00,18.900000,1
2014-02-08 03:49:00,18.900000,1
2014-02-08 03:50:00,18.900000,1
2014-02-08 03:51:00,18.900000,1
2014-02-08 03:52:00,18.900000,1
2014-02-08 03:53:00,18.900000,1
2014-02-08 03:54:00,18.900000,1
2014-02-08 03:55:00,18.900000,1
2014-02-08 03:56:00,18.900000,1
2014-02-08 03:57:00,18.800000,1
2014-02-08 03:58:00,18.800000,1
2014-02-08 03:59:00,18.800000,1
2014-02-08 04:00:00,18.800000,1
2014-02-08 04:01:00,18.800000,1
2014-02-08 04:02:00,18.800000,1
2014-02-08 04:03:00,18.800000,1
2014-02-08 04:04:00,18.800000,1
2014-02-08 04:05:00,18.800000,1
2014-02-08 04:06:00,18.800000,1
2014-02-08 04:07:00,18.800000,1
2014-02-08 04:08:00,18.800000,1
2014-02-08 04:09:00,18.800000,1
2014-02-08 04:10:00,18.800000,1
2014-02-08 04:11:00,18.800000,1
2014-02-08 04:12:00,18.800000,1
2014-02-08 04:13:00,18.800000,1
2014-02-08 04:14:00,18.800000,1
2014-02-08 04:15:00,18.800000,1
2014-02-08 04:16:00,18.800000,1
2014-02-08 04:17:00,18.800000,1
2014-02-08 04:18:00,18.800000,1
2014-02-08 04:19:00,18.800000,1
2014-02-08 04:20:00,18.800000,1
2014-02-08 04:21:00,18.800000,1
2014-02-08 04:22:00,18.800000,1
2014-02-08 04:23:00,18.800000,1
2014-02-08 04:24:00,18.800000,1
2014-02-08 04:25:00,18.800000,1
2014-02-08 04:26:00,18.800000,1
2014-02-08 04:27:00,18.800000,1
2014-02-08 04:28:00,18.800000,1
2014-02-08 04:29:00,18.800000,1
2014-02-08 04:30:00,18.700000,1
2014-02-08 04:31:00,18.700000,1
2014-02-08 04:32:00,18.700000,1
2014-02-08 04:33:00,18.700000,1
2014-02-08 04:34:00,18.700000,1
2014-02-08 04:35:00,18.700000,1
2014-02-08 04:36:00,18.700000,1
2014-02-08 04:37:00,18.700000,1
2014-02-08 04:38:00,18.700000,1
2014-02-08 04:39:00,18.700000,1
2014-02-08 04:40:00,18.700000,1
2014-02-08 04:41:00,18.800000,1
2014-02-08 04:42:00,18.800000,1
2014-02-08 04:43:00,18.800000,1
2014-02-08 04:44:00,18.800000,1
2014-02-08 04:45:00,18.700000,1
2014-02-08 04:46:00,18.800000,1
2014-02-08 04:47:00,18.800000,1
2014-02-08 04:48:00,18.800000,1
2014-02-08 04:49:00,18.800000,1
2014-02-08 04:50:00,18.800000,1
2014-02-08 04:51:00,18.800000,1
2014-02-08 04:52:00,18.800000,1
2014-02-08 04:53:00,18.800000,1
2014-02-08 04:54:00,18.800000,1
2014-02-08 04:55:00,18.800000,1
2014-02-08 04:56:00,18.800000,1
2014-02-08 04:57:00,18.800000,1
2014-02-08 04:58:00,18.800000,1
2014-02-08 04:59:00,18.700000,1
2014-02-08 05:00:00,18.800000,1
2014-02-08 05:01:00,18.700000,1
2014-02-08 05:02:00,18.700000,1
2014-02-08 05:03:00,18.700000,1
2014-02-08 05:04:00,18.700000,1
2014-02-08 05:05:00,18.700000,1
2014-02-08 05:06:00,18.700000,1
2014-02-08 05:07:00,18.700000,1
2014-02-08 05:08:00,18.700000,1
2014-02-08 05:09:00,18.700000,1
2014-02-08 05:10:00,18.700000,1
2014-02-08 05:11:00,18.700000,1
2014-02-08 05:12:00,18.700000,1
2014-02-08 05:13:00,18.600000,1
2014-02-08 05:14:00,18.600000,1
2014-02-08 05:15:00,18.600000,1
2014-02-08 05:16:00,18.600000,1
2014-02-08 05:17:00,18.700000,1
2014-02-08 05:18:00,18.700000,1
2014-02-08 05:19:00,18.700000,1
2014-02-08 05:20:00,18.700000,1
2014-02-08 05:21:00,18.700000,1
2014-02-08 05:22:00,18.700000,1
2014-02-08 05:23:00,18.700000,1
2014-02-08 05:24:00,18.700000,1
2014-02-08 05:25:00,18.700000,1
2014-02-08 05:26:00,18.700000,1
2014-02-08 05:27:00,18.700000,1
2014-02-08 05:28:00,18.700000,1
2014-02-08 05:29:00,18.700000,1
2014-02-08 05:30:00,18.700000,1
2014-02-08 05:31:00,18.700000,1
2014-02-08 05:32:00,18.700000,1
2014-02-08 05:33:00,18.700000,1
2014-02-08 05:34:00,18.700000,1
2014-02-08 05:35:00,18.700000,1
2014-02-08 05:36:00,18.800000,1
2014-02-08 05:37:00,18.700000,1
2014-02-08 05:38:00,18.700000,1
2014-02-08 05:39:00,18.700000,1
2014-02-08 05:40:00,18.700000,1
2014-02-08 05:41:00,18.700000,1
2014-02-08 05:42:00,18.700000,1
2014-02-08 05:43:00,18.700000,1
2014-02-08 05:44:00,18.700000,1
2014-02-08 05:45:00,18.700000,1
2014-02-08 05:46:00,18.700000,1
2014-02-08 05:47:00,18.700000,1
2014-02-08 05:48:00,18.700000,1
2014-02-08 05:49:00,18.800000,1
2014-02-08 05:50:00,18.800000,1
2014-02-08 05:51:00,18.800000,1
2014-02-08 05:52:00,18.800000,1
2014-02-08 05:53:00,18.800000,1
2014-02-08 05:54:00,18.800000,1
2014-02-08 05:55:00,18.800000,1
2014-02-08 05:56:00,18.800000,1
2014-02-08 05:57:00,18.800000,1
2014-02-08 05:58:00,18.800000,1
2014-02-08 05:59:00,18.900000,1
2014-02-08 06:00:00,18.900000,1
2014-02-08 06:01:00,18.900000,1
2014-02-08 06:02:00,18.900000,1
2014-02-08 06:03:00,18.900000,1
2014-02-08 06:04:00,18.900000,1
2014-02-08 06:05:00,18.900000,1
2014-02-08 06:06:00,18.900000,1
2014-02-08 06:07:00,18.900000,1
2014-02-08 06:08:00,18.900000,1
2014-02-08 06:09:00,18.900000,1
2014-02-08 06:10:00,18.900000,1
2014-02-08 06:11:00,18.900000,1
2014-02-08 06:12:00,18.900000,1
2014-02-08 06:13:00,18.900000,1
2014-02-08 06:14:00,18.900000,1
2014-02-08 06:15:00,18.900000,1
2014-02-08 06:16:00,18.900000,1
2014-02-08 06:17:00,18.900000,1
2014-02-08 06:18:00,18.900000,1
2014-02-08 06:19:00,18.800000,1
2014-02-08 06:20:00,18.800000,1
2014-02-08 06:21:00,18.800000,1
2014-02-08 06:22:00,18.800000,1
2014-02-08 06:23:00,18.800000,1
2014-02-08 06:24:00,18.800000,1
2014-02-08 06:25:00,18.800000,1
2014-02-08 06:26:00,18.800000,1
2014-02-08 06:27:00,18.800000,1
2014-02-08 06:28:00,18.800000,1
2014-02-08 06:29:00,18.800000,1
2014-02-08 06:30:00,18.800000,1
2014-02-08 06:31:00,18.800000,1
2014-02-08 06:32:00,18.800000,1
2014-02-08 06:33:00,18.800000,1
2014-02-08 06:34:00,18.800000,1
2014-02-08 06:35:00,18.800000,1
2014-02-08 06:36:00,18.700000,1
2014-02-08 06:37:00,18.700000,1
2014-02-08 06:38:00,18.700000,1
2014-02-08 06:39:00,18.700000,1
2014-02-08 06:40:00,18.800000,1
2014-02-08 06:41:00,18.800000,1
2014-02-08 06:42:00,18.800000,1
2014-02-08 06:43:00,18.800000,1
2014-02-08 06:44:00,18.800000,1
2014-02-08 06:45:00,18.800000,1
2014-02-08 06:46:00,18.800000,1
2014-02-08 06:47:00,18.800000,1
2014-02-08 06:48:00,18.800000,1
2014-02-08 06:49:00,18.900000,1
2014-02-08 06:50:00,18.900000,1
2014-02-08 06:51:00,18.900000,1
2014-02-08 06:52:00,18.900000,1
2014-02-08 06:53:00,18.900000,1
2014-02-08 06:54:00,18.900000,1
2014-02-08 06:55:00,18.900000,1
2014-02-08 06:56:00,18.900000,1
2014-02-08 06:57:00,18.900000,1
2014-02-08 06:58:00,18.900000,1
2014-02-08 06:59:00,18.900000,1
2014-02-08 07:00:00,18.900000,1
2014-02-08 07:01:00,18.900000,1
2014-02-08 07:02:00,18.900000,1
2014-02-08 07:03:00,18.900000,1
2014-02-08 07:04:00,18.900000,1
2014-02-08 07:05:00,19.000000,1
2014-02-08 07:06:00,19.000000,1
2014-02-08 07:07:00,19.000000,1
2014-02-08 07:08:00,19.000000,1
2014-02-08 07:09:00,19.000000,1
2014-02-08 07:10:00,19.000000,1
2014-02-08 07:11:00,19.000000,1
2014-02-08 07:12:00,19.100000,1
2014-02-08 07:13:00,19.100000,1
2014-02-08 07:14:00,19.100000,1
2014-02-08 07:15:00,19.200000,1
2014-02-08 07:16:00,19.200000,1
2014-02-08 07:17:00,19.200000,1
2014-02-08 07:18:00,19.200000,1
2014-02-08 07:19:00,19.200000,1
2014-02-08 07:20:00,19.200000,1
2014-02-08 07:21:00,19.200000,1
2014-02-08 07:22:00,19.200000,1
2014-02-08 07:23:00,19.200000,1
2014-02-08 07:24:00,19.200000,1
2014-02-08 07:25:00,19.200000,1
2014-02-08 07:26:00,19.200000,1
2014-02-08 07:27:00,19.200000,1
2014-02-08 07:28:00,19.200000,1
2014-02-08 07:29:00,19.200000,1
2014-02-08 07:30:00,19.100000,1
2014-02-08 07:31:00,19.100000,1
2014-02-08 07:32:00,19.100000,1
2014-02-08 07:33:00,19.000000,1
2014-02-08 07:34:00,19.000000,1
2014-02-08 07:35:00,19.000000,1
2014-02-08 07:36:00,19.000000,1
2014-02-08 07:37:00,19.000000,1
2014-02-08 07:38:00,19.000000,1
2014-02-08 07:39:00,19.000000,1
2014-02-08 07:40:00,19.000000,1
2014-02-08 07:41:00,19.000000,1
2014-02-08 07:42:00,19.000000,1
2014-02-08 07:43:00,19.000000,1
2014-02-08 07:44:00,18.900000,1
2014-02-08 07:45:00,18.900000,1
2014-02-08 07:46:00,18.900000,1
2014-02-08 07:47:00,18.900000,1
2014-02-08 07:48:00,18.800000,1
2014-02-08 07:49:00,18.800000,1
2014-02-08 07:50:00,18.800000,1
2014-02-08 07:51:00,18.800000,1
2014-02-08 07:52:00,18.800000,1
2014-02-08 07:53:00,18.800000,1
2014-02-08 07:54:00,18.800000,1
2014-02-08 07:55:00,18.800000,1
2014-02-08 07:56:00,18.900000,1
2014-02-08 07:57:00,18.900000,1
2014-02-08 07:58:00,19.000000,1
2014-02-08 07:59:00,19.000000,1
2014-02-08 08:00:00,19.000000,1
2014-02-08 08:01:00,19.100000,1
2014-02-08 08:02:00,19.100000,1
2014-02-08 08:03:00,19.100000,1
2014-02-08 08:04:00,19.200000,1
2014-02-08 08:05:00,19.200000,1
2014-02-08 08:06:00,19.300000,1
2014-02-08 08:07:00,19.300000,1
2014-02-08 08:08:00,19.300000,1
2014-02-08 08:09:00,19.300000,1
2014-02-08 08:10:00,19.300000,1
2014-02-08 08:11:00,19.300000,1
2014-02-08 08:12:00,19.300000,1
2014-02-08 08:13:00,19.300000,1
2014-02-08 08:14:00,19.400000,1
2014-02-08 08:15:00,19.400000,1
2014-02-08 08:16:00,19.400000,1
2014-02-08 08:17:00,19.400000,1
2014-02-08 08:18:00,19.400000,1
2014-02-08 08:19:00,19.400000,1
2014-02-08 08:20:00,19.400000,1
2014-02-08 08:21:00,19.400000,1
2014-02-08 08:22:00,19.300000,1
2014-02-08 08:23:00,19.400000,1
2014-02-08 08:24:00,19.400000,1
2014-02-08 08:25:00,19.400000,1
2014-02-08 08:26:00,19.300000,1
2014-02-08 08:27:00,19.300000,1
2014-02-08 08:28:00,19.300000,1
2014-02-08 08:29:00,19.200000,1
2014-02-08 08:30:00,19.200000,1
2014-02-08 08:31:00,19.200000,1
2014-02-08 08:32:00,19.300000,1
2014-02-08 08:33:00,19.300000,1
2014-02-08 08:34:00,19.300000,1
2014-02-08 08:35:00,19.300000,1
2014-02-08 08:36:00,19.300000,1
2014-02-08 08:37:00,19.300000,1
2014-02-08 08:38:00,19.300000,1
2014-02-08 08:39:00,19.200000,1
2014-02-08 08:40:00,19.200000,1
2014-02-08 08:41:00,19.200000,1
2014-02-08 08:42:00,19.200000,1
2014-02-08 08:43:00,19.300000,1
2014-02-08 08:44:00,19.300000,1
2014-02-08 08:45:00,19.300000,1
2014-02-08 08:46:00,19.400000,1
2014-02-08 08:47:00,19.400000,1
2014-02-08 08:48:00,19.300000,1
2014-02-08 08:49:00,19.400000,1
2014-02-08 08:50:00,19.400000,1
2014-02-08 08:51:00,19.300000,1
2014-02-08 08:52:00,19.300000,1
2014-02-08 08:53:00,19.400000,1
2014-02-08 08:54:00,19.400000,1
2014-02-08 08:55:00,19.300000,1
2014-02-08 08:56:00,19.300000,1
2014-02-08 08:57:00,19.300000,1
2014-02-08 08:58:00,19.300000,1
2014-02-08 08:59:00,19.300000,1
2014-02-08 09:00:00,19.300000,1
2014-02-08 09:01:00,19.300000,1
2014-02-08 09:02:00,19.300000,1
2014-02-08 09:03:00,19.300000,1
2014-02-08 09:04:00,19.300000,1
2014-02-08 09:05:00,19.300000,1
2014-02-08 09:06:00,19.300000,1
2014-02-08 09:07:00,19.200000,1
2014-02-08 09:08:00,19.200000,1
2014-02-08 09:09:00,19.200000,1
2014-02-08 09:10:00,19.200000,1
2014-02-08 09:11:00,19.300000,1
2014-02-08 09:12:00,19.300000,1
2014-02-08 09:13:00,19.300000,1
2014-02-08 09:14:00,19.300000,1
2014-02-08 09:15:00,19.300000,1
2014-02-08 09:16:00,19.400000,1
2014-02-08 09:17:00,19.400000,1
2014-02-08 09:18:00,19.400000,1
2014-02-08 09:19:00,19.500000,1
2014-02-08 09:20:00,19.600000,1
2014-02-08 09:21:00,19.600000,1
2014-02-08 09:22:00,19.700000,1
2014-02-08 09:23:00,19.700000,1
2014-02-08 09:24:00,19.700000,1
2014-02-08 09:25:00,19.700000,1
2014-02-08 09:26:00,19.800000,1
2014-02-08 09:27:00,19.800000,1
2014-02-08 09:28:00,19.800000,1
2014-02-08 09:29:00,19.700000,1
2014-02-08 09:30:00,19.800000,1
2014-02-08 09:31:00,19.800000,1
2014-02-08 09:32:00,19.800000,1
2014-02-08 09:33:00,19.900000,1
2014-02-08 09:34:00,19.900000,1
2014-02-08 09:35:00,19.900000,1
2014-02-08 09:36:00,19.900000,1
2014-02-08 09:37:00,20.000000,1
2014-02-08 09:38:00,20.000000,1
2014-02-08 09:39:00,20.000000,1
2014-02-08 09:40:00,20.100000,1
2014-02-08 09:41:00,20.100000,1
2014-02-08 09:42:00,20.100000,1
2014-02-08 09:43:00,20.100000,1
2014-02-08 09:44:00,20.200000,1
2014-02-08 09:45:00,20.300000,1
2014-02-08 09:46:00,20.400000,1
2014-02-08 09:47:00,20.500000,1
2014-02-08 09:48:00,20.500000,1
2014-02-08 09:49:00,20.500000,1
2014-02-08 09:50:00,20.500000,1
2014-02-08 09:51:00,20.400000,1
2014-02-08 09:52:00,20.300000,1
2014-02-08 09:53:00,20.400000,1
2014-02-08 09:54:00,20.400000,1
2014-02-08 09:55:00,20.400000,1
2014-02-08 09:56:00,20.400000,1
2014-02-08 09:57:00,20.300000,1
2014-02-08 09:58:00,20.300000,1
2014-02-08 09:59:00,20.300000,1
2014-02-08 10:00:00,20.500000,1
2014-02-08 10:01:00,20.600000,1
2014-02-08 10:02:00,20.700000,1
2014-02-08 10:03:00,20.700000,1
2014-02-08 10:04:00,20.700000,1
2014-02-08 10:05:00,20.800000,1
2014-02-08 10:06:00,21.000000,1
2014-02-08 10:07:00,21.100000,1
2014-02-08 10:08:00,21.100000,1
2014-02-08 10:09:00,21.200000,1
