fecha_hora,Temperatura,Calidad
2014-02-15 07:10:00,19.700000,1
2014-02-15 07:11:00,19.800000,1
2014-02-15 07:12:00,19.800000,1
2014-02-15 07:13:00,19.800000,1
2014-02-15 07:14:00,19.900000,1
2014-02-15 07:15:00,19.900000,1
2014-02-15 07:16:00,20.000000,1
2014-02-15 07:17:00,20.100000,1
2014-02-15 07:18:00,20.300000,1
2014-02-15 07:19:00,20.300000,1
2014-02-15 07:20:00,20.400000,1
2014-02-15 07:21:00,20.400000,1
2014-02-15 07:22:00,20.400000,1
2014-02-15 07:23:00,20.400000,1
2014-02-15 07:24:00,20.300000,1
2014-02-15 07:25:00,20.300000,1
2014-02-15 07:26:00,20.200000,1
2014-02-15 07:27:00,20.200000,1
2014-02-15 07:28:00,20.200000,1
2014-02-15 07:29:00,20.300000,1
2014-02-15 07:30:00,20.400000,1
2014-02-15 07:31:00,20.500000,1
2014-02-15 07:32:00,20.600000,1
2014-02-15 07:33:00,20.500000,1
2014-02-15 07:34:00,20.400000,1
2014-02-15 07:35:00,20.200000,1
2014-02-15 07:36:00,20.100000,1
2014-02-15 07:37:00,20.100000,1
2014-02-15 07:38:00,20.000000,1
2014-02-15 07:39:00,20.000000,1
2014-02-15 07:40:00,19.900000,1
2014-02-15 07:41:00,19.900000,1
2014-02-15 07:42:00,19.900000,1
2014-02-15 07:43:00,19.900000,1
2014-02-15 07:44:00,19.900000,1
2014-02-15 07:45:00,19.900000,1
2014-02-15 07:46:00,19.900000,1
2014-02-15 07:47:00,19.800000,1
2014-02-15 07:48:00,19.800000,1
2014-02-15 07:49:00,19.800000,1
2014-02-15 07:50:00,19.800000,1
2014-02-15 07:51:00,19.900000,1
2014-02-15 07:52:00,19.900000,1
2014-02-15 07:53:00,20.000000,1
2014-02-15 07:54:00,20.100000,1
2014-02-15 07:55:00,20.200000,1
2014-02-15 07:56:00,20.300000,1
2014-02-15 07:57:00,20.400000,1
2014-02-15 07:58:00,20.400000,1
2014-02-15 07:59:00,20.400000,1
2014-02-15 08:00:00,20.400000,1
2014-02-15 08:01:00,20.400000,1
2014-02-15 08:02:00,20.300000,1
2014-02-15 08:03:00,20.200000,1
2014-02-15 08:04:00,20.200000,1
2014-02-15 08:05:00,20.200000,1
2014-02-15 08:06:00,20.300000,1
2014-02-15 08:07:00,20.400000,1
2014-02-15 08:08:00,20.600000,1
2014-02-15 08:09:00,20.800000,1
2014-02-15 08:10:00,21.000000,1
2014-02-15 08:11:00,21.100000,1
2014-02-15 08:12:00,21.200000,1
2014-02-15 08:13:00,21.200000,1
2014-02-15 08:14:00,21.300000,1
2014-02-15 08:15:00,21.300000,1
2014-02-15 08:16:00,21.200000,1
2014-02-15 08:17:00,21.100000,1
2014-02-15 08:18:00,21.100000,1
2014-02-15 08:19:00,21.200000,1
2014-02-15 08:20:00,21.200000,1
2014-02-15 08:21:00,21.200000,1
2014-02-15 08:22:00,21.200000,1
2014-02-15 08:23:00,21.100000,1
2014-02-15 08:24:00,21.100000,1
2014-02-15 08:25:00,21.000000,1
2014-02-15 08:26:00,21.100000,1
2014-02-15 08:27:00,21.100000,1
2014-02-15 08:28:00,21.100000,1
2014-02-15 08:29:00,21.100000,1
2014-02-15 08:30:00,21.100000,1
2014-02-15 08:31:00,21.100000,1
2014-02-15 08:32:00,21.000000,1
2014-02-15 08:33:00,21.000000,1
2014-02-15 08:34:00,21.000000,1
2014-02-15 08:35:00,21.000000,1
2014-02-15 08:36:00,21.000000,1
2014-02-15 08:37:00,21.000000,1
2014-02-15 08:38:00,21.000000,1
2014-02-15 08:39:00,21.000000,1
2014-02-15 08:40:00,21.000000,1
2014-02-15 08:41:00,21.100000,1
2014-02-15 08:42:00,21.100000,1
2014-02-15 08:43:00,21.100000,1
2014-02-15 08:44:00,21.200000,1
2014-02-15 08:45:00,21.200000,1
2014-02-15 08:46:00,21.200000,1
2014-02-15 08:47:00,21.200000,1
2014-02-15 08:48:00,21.200000,1
2014-02-15 08:49:00,21.200000,1
2014-02-15 08:50:00,21.200000,1
2014-02-15 08:51:00,21.200000,1
2014-02-15 08:52:00,21.200000,1
2014-02-15 08:53:00,21.200000,1
2014-02-15 08:54:00,21.100000,1
2014-02-15 08:55:00,21.000000,1
2014-02-15 08:56:00,21.000000,1
2014-02-15 08:57:00,21.000000,1
2014-02-15 08:58:00,21.000000,1
2014-02-15 08:59:00,21.000000,1
2014-02-15 09:00:00,21.000000,1
2014-02-15 09:01:00,21.000000,1
2014-02-15 09:02:00,21.100000,1
2014-02-15 09:03:00,21.100000,1
2014-02-15 09:04:00,21.100000,1
2014-02-15 09:05:00,21.200000,1
2014-02-15 09:06:00,21.300000,1
2014-02-15 09:07:00,21.500000,1
2014-02-15 09:08:00,21.800000,1
2014-02-15 09:09:00,22.000000,1
2014-02-15 09:10:00,22.100000,1
2014-02-15 09:11:00,22.000000,1
2014-02-15 09:12:00,22.000000,1
2014-02-15 09:13:00,22.100000,1
2014-02-15 09:14:00,22.000000,1
2014-02-15 09:15:00,22.000000,1
2014-02-15 09:16:00,22.000000,1
2014-02-15 09:17:00,22.000000,1
2014-02-15 09:18:00,22.000000,1
2014-02-15 09:19:00,22.000000,1
2014-02-15 09:20:00,22.000000,1
2014-02-15 09:21:00,22.000000,1
2014-02-15 09:22:00,22.000000,1
2014-02-15 09:23:00,22.000000,1
2014-02-15 09:24:00,22.000000,1
2014-02-15 09:25:00,22.000000,1
2014-02-15 09:26:00,22.000000,1
2014-02-15 09:27:00,21.900000,1
2014-02-15 09:28:00,22.000000,1
2014-02-15 09:29:00,22.000000,1
2014-02-15 09:30:00,22.000000,1
2014-02-15 09:31:00,22.200000,1
2014-02-15 09:32:00,22.100000,1
2014-02-15 09:33:00,22.200000,1
2014-02-15 09:34:00,22.300000,1
2014-02-15 09:35:00,22.500000,1
2014-02-15 09:36:00,22.500000,1
2014-02-15 09:37:00,22.600000,1
2014-02-15 09:38:00,22.700000,1
2014-02-15 09:39:00,22.700000,1
2014-02-15 09:40:00,22.500000,1
2014-02-15 09:41:00,22.400000,1
2014-02-15 09:42:00,22.500000,1
2014-02-15 09:43:00,22.300000,1
2014-02-15 09:44:00,22.100000,1
2014-02-15 09:45:00,22.100000,1
2014-02-15 09:46:00,22.100000,1
2014-02-15 09:47:00,22.100000,1
2014-02-15 09:48:00,22.200000,1
2014-02-15 09:49:00,22.300000,1
2014-02-15 09:50:00,22.400000,1
2014-02-15 09:51:00,22.400000,1
2014-02-15 09:52:00,22.500000,1
2014-02-15 09:53:00,22.500000,1
2014-02-15 09:54:00,22.400000,1
2014-02-15 09:55:00,22.500000,1
2014-02-15 09:56:00,22.600000,1
2014-02-15 09:57:00,22.500000,1
2014-02-15 09:58:00,22.500000,1
2014-02-15 09:59:00,22.700000,1
2014-02-15 10:00:00,22.700000,1
2014-02-15 10:01:00,22.800000,1
2014-02-15 10:02:00,22.800000,1
2014-02-15 10:03:00,22.800000,1
2014-02-15 10:04:00,22.900000,1
2014-02-15 10:05:00,22.800000,1
2014-02-15 10:06:00,23.000000,1
2014-02-15 10:07:00,23.100000,1
2014-02-15 10:08:00,23.000000,1
2014-02-15 10:09:00,22.900000,1
2014-02-15 10:10:00,22.900000,1
2014-02-15 10:11:00,22.800000,1
2014-02-15 10:12:00,22.900000,1
2014-02-15 10:13:00,23.100000,1
2014-02-15 10:14:00,23.400000,1
2014-02-15 10:15:00,23.400000,1
2014-02-15 10:16:00,23.400000,1
2014-02-15 10:17:00,23.400000,1
2014-02-15 10:18:00,23.600000,1
2014-02-15 10:19:00,23.500000,1
2014-02-15 10:20:00,23.400000,1
2014-02-15 10:21:00,23.300000,1
2014-02-15 10:22:00,23.200000,1
2014-02-15 10:23:00,23.200000,1
2014-02-15 10:24:00,23.300000,1
2014-02-15 10:25:00,23.300000,1
2014-02-15 10:26:00,23.300000,1
2014-02-15 10:27:00,23.200000,1
2014-02-15 10:28:00,23.400000,1
2014-02-15 10:29:00,23.600000,1
2014-02-15 10:30:00,23.600000,1
2014-02-15 10:31:00,23.700000,1
2014-02-15 10:32:00,23.600000,1
2014-02-15 10:33:00,23.600000,1
2014-02-15 10:34:00,23.500000,1
2014-02-15 10:35:00,23.500000,1
2014-02-15 10:36:00,23.400000,1
2014-02-15 10:37:00,23.200000,1
2014-02-15 10:38:00,23.100000,1
2014-02-15 10:39:00,23.000000,1
2014-02-15 10:40:00,23.200000,1
2014-02-15 10:41:00,23.500000,1
2014-02-15 10:42:00,23.600000,1
2014-02-15 10:43:00,23.700000,1
2014-02-15 10:44:00,23.800000,1
2014-02-15 10:45:00,23.800000,1
2014-02-15 10:46:00,23.700000,1
2014-02-15 10:47:00,23.700000,1
2014-02-15 10:48:00,23.600000,1
2014-02-15 10:49:00,23.700000,1
2014-02-15 10:50:00,23.800000,1
2014-02-15 10:51:00,23.900000,1
2014-02-15 10:52:00,24.100000,1
2014-02-15 10:53:00,24.200000,1
2014-02-15 10:54:00,24.400000,1
2014-02-15 10:55:00,24.500000,1
2014-02-15 10:56:00,24.800000,1
2014-02-15 10:57:00,25.100000,1
2014-02-15 10:58:00,25.100000,1
2014-02-15 10:59:00,24.900000,1
2014-02-15 11:00:00,24.900000,1
2014-02-15 11:01:00,24.900000,1
2014-02-15 11:02:00,25.100000,1
2014-02-15 11:03:00,25.300000,1
2014-02-15 11:04:00,25.400000,1
2014-02-15 11:05:00,25.400000,1
2014-02-15 11:06:00,25.300000,1
2014-02-15 11:07:00,24.900000,1
2014-02-15 11:08:00,24.500000,1
2014-02-15 11:09:00,24.400000,1
2014-02-15 11:10:00,24.500000,1
2014-02-15 11:11:00,24.700000,1
2014-02-15 11:12:00,24.800000,1
2014-02-15 11:13:00,24.700000,1
2014-02-15 11:14:00,24.700000,1
2014-02-15 11:15:00,24.600000,1
2014-02-15 11:16:00,24.500000,1
2014-02-15 11:17:00,24.500000,1
2014-02-15 11:18:00,24.400000,1
2014-02-15 11:19:00,24.500000,1
2014-02-15 11:20:00,24.800000,1
2014-02-15 11:21:00,25.000000,1
2014-02-15 11:22:00,25.000000,1
2014-02-15 11:23:00,25.000000,1
2014-02-15 11:24:00,25.000000,1
2014-02-15 11:25:00,25.100000,1
2014-02-15 11:26:00,25.200000,1
2014-02-15 11:27:00,25.000000,1
2014-02-15 11:28:00,24.900000,1
2014-02-15 11:29:00,24.800000,1
2014-02-15 11:30:00,24.700000,1
2014-02-15 11:31:00,24.800000,1
2014-02-15 11:32:00,24.900000,1
2014-02-15 11:33:00,25.000000,1
2014-02-15 11:34:00,25.200000,1
2014-02-15 11:35:00,25.200000,1
2014-02-15 11:36:00,25.200000,1
2014-02-15 11:37:00,25.200000,1
2014-02-15 11:38:00,25.200000,1
2014-02-15 11:39:00,25.400000,1
2014-02-15 11:40:00,25.500000,1
2014-02-15 11:41:00,25.700000,1
2014-02-15 11:42:00,25.700000,1
2014-02-15 11:43:00,25.700000,1
2014-02-15 11:44:00,25.800000,1
2014-02-15 11:45:00,25.900000,1
2014-02-15 11:46:00,26.100000,1
2014-02-15 11:47:00,26.200000,1
2014-02-15 11:48:00,26.200000,1
2014-02-15 11:49:00,26.000000,1
2014-02-15 11:50:00,25.800000,1
2014-02-15 11:51:00,25.500000,1
2014-02-15 11:52:00,25.500000,1
2014-02-15 11:53:00,25.700000,1
2014-02-15 11:54:00,25.900000,1
2014-02-15 11:55:00,26.000000,1
2014-02-15 11:56:00,26.100000,1
2014-02-15 11:57:00,26.000000,1
2014-02-15 11:58:00,25.800000,1
2014-02-15 11:59:00,25.600000,1
2014-02-15 12:00:00,25.400000,1
2014-02-15 12:01:00,25.300000,1
2014-02-15 12:02:00,25.400000,1
2014-02-15 12:03:00,25.700000,1
2014-02-15 12:04:00,26.000000,1
2014-02-15 12:05:00,26.000000,1
2014-02-15 12:06:00,25.900000,1
2014-02-15 12:07:00,25.700000,1
2014-02-15 12:08:00,25.600000,1
2014-02-15 12:09:00,25.500000,1
2014-02-15 12:10:00,25.500000,1
2014-02-15 12:11:00,25.700000,1
2014-02-15 12:12:00,25.700000,1
2014-02-15 12:13:00,25.900000,1
2014-02-15 12:14:00,26.100000,1
2014-02-15 12:15:00,26.200000,1
2014-02-15 12:16:00,26.300000,1
2014-02-15 12:17:00,26.200000,1
2014-02-15 12:18:00,26.200000,1
2014-02-15 12:19:00,26.300000,1
2014-02-15 12:20:00,26.400000,1
2014-02-15 12:21:00,26.200000,1
2014-02-15 12:22:00,26.100000,1
2014-02-15 12:23:00,26.100000,1
2014-02-15 12:24:00,26.200000,1
2014-02-15 12:25:00,26.300000,1
2014-02-15 12:26:00,26.200000,1
2014-02-15 12:27:00,26.400000,1
2014-02-15 12:28:00,26.500000,1
2014-02-15 12:29:00,26.300000,1
2014-02-15 12:30:00,26.200000,1
2014-02-15 12:31:00,26.300000,1
2014-02-15 12:32:00,26.400000,1
2014-02-15 12:33:00,26.700000,1
2014-02-15 12:34:00,26.700000,1
2014-02-15 12:35:00,26.400000,1
2014-02-15 12:36:00,26.100000,1
2014-02-15 12:37:00,26.000000,1
2014-02-15 12:38:00,26.000000,1
2014-02-15 12:39:00,26.200000,1
2014-02-15 12:40:00,26.300000,1
2014-02-15 12:41:00,26.300000,1
2014-02-15 12:42:00,26.400000,1
2014-02-15 12:43:00,26.400000,1
2014-02-15 12:44:00,26.200000,1
2014-02-15 12:45:00,26.300000,1
2014-02-15 12:46:00,26.500000,1
2014-02-15 12:47:00,26.600000,1
2014-02-15 12:48:00,26.600000,1
2014-02-15 12:49:00,26.500000,1
2014-02-15 12:50:00,26.500000,1
2014-02-15 12:51:00,26.500000,1
2014-02-15 12:52:00,26.600000,1
2014-02-15 12:53:00,26.700000,1
2014-02-15 12:54:00,26.700000,1
2014-02-15 12:55:00,26.800000,1
2014-02-15 12:56:00,26.700000,1
2014-02-15 12:57:00,26.500000,1
2014-02-15 12:58:00,26.400000,1
2014-02-15 12:59:00,26.300000,1
2014-02-15 13:00:00,26.300000,1
2014-02-15 13:01:00,26.400000,1
2014-02-15 13:02:00,26.400000,1
2014-02-15 13:03:00,26.500000,1
2014-02-15 13:04:00,26.500000,1
2014-02-15 13:05:00,26.600000,1
2014-02-15 13:06:00,26.600000,1
2014-02-15 13:07:00,26.900000,1
2014-02-15 13:08:00,27.100000,1
2014-02-15 13:09:00,27.200000,1
2014-02-15 13:10:00,26.900000,1
2014-02-15 13:11:00,26.800000,1
2014-02-15 13:12:00,26.900000,1
2014-02-15 13:13:00,27.000000,1
2014-02-15 13:14:00,26.900000,1
2014-02-15 13:15:00,26.800000,1
2014-02-15 13:16:00,26.600000,1
2014-02-15 13:17:00,26.500000,1
2014-02-15 13:18:00,26.400000,1
2014-02-15 13:19:00,26.500000,1
2014-02-15 13:20:00,26.500000,1
2014-02-15 13:21:00,26.500000,1
2014-02-15 13:22:00,26.600000,1
2014-02-15 13:23:00,26.600000,1
2014-02-15 13:24:00,26.500000,1
2014-02-15 13:25:00,26.500000,1
2014-02-15 13:26:00,26.500000,1
2014-02-15 13:27:00,26.600000,1
2014-02-15 13:28:00,26.700000,1
2014-02-15 13:29:00,26.600000,1
2014-02-15 13:30:00,26.600000,1
2014-02-15 13:31:00,26.700000,1
2014-02-15 13:32:00,26.600000,1
2014-02-15 13:33:00,26.700000,1
2014-02-15 13:34:00,26.700000,1
2014-02-15 13:35:00,26.700000,1
2014-02-15 13:36:00,26.700000,1
2014-02-15 13:37:00,26.700000,1
2014-02-15 13:38:00,26.700000,1
2014-02-15 13:39:00,26.700000,1
2014-02-15 13:40:00,26.700000,1
2014-02-15 13:41:00,26.700000,1
2014-02-15 13:42:00,26.700000,1
2014-02-15 13:43:00,26.700000,1
2014-02-15 13:44:00,26.600000,1
2014-02-15 13:45:00,26.500000,1
2014-02-15 13:46:00,26.500000,1
2014-02-15 13:47:00,26.600000,1
2014-02-15 13:48:00,26.700000,1
2014-02-15 13:49:00,26.600000,1
2014-02-15 13:50:00,26.600000,1
2014-02-15 13:51:00,26.500000,1
2014-02-15 13:52:00,26.600000,1
2014-02-15 13:53:00,26.700000,1
2014-02-15 13:54:00,26.700000,1
2014-02-15 13:55:00,26.600000,1
2014-02-15 13:56:00,26.600000,1
2014-02-15 13:57:00,26.500000,1
2014-02-15 13:58:00,26.500000,1
2014-02-15 13:59:00,26.400000,1
2014-02-15 14:00:00,26.400000,1
2014-02-15 14:01:00,26.400000,1
2014-02-15 14:02:00,26.400000,1
2014-02-15 14:03:00,26.400000,1
2014-02-15 14:04:00,26.400000,1
2014-02-15 14:05:00,26.400000,1
2014-02-15 14:06:00,26.400000,1
2014-02-15 14:07:00,26.400000,1
2014-02-15 14:08:00,26.400000,1
2014-02-15 14:09:00,26.400000,1
2014-02-15 14:10:00,26.400000,1
2014-02-15 14:11:00,26.400000,1
2014-02-15 14:12:00,26.400000,1
2014-02-15 14:13:00,26.400000,1
2014-02-15 14:14:00,26.300000,1
2014-02-15 14:15:00,26.300000,1
2014-02-15 14:16:00,26.300000,1
2014-02-15 14:17:00,26.200000,1
2014-02-15 14:18:00,26.100000,1
2014-02-15 14:19:00,26.100000,1
2014-02-15 14:20:00,26.100000,1
2014-02-15 14:21:00,26.100000,1
2014-02-15 14:22:00,26.100000,1
2014-02-15 14:23:00,26.100000,1
2014-02-15 14:24:00,26.200000,1
2014-02-15 14:25:00,26.200000,1
2014-02-15 14:26:00,26.300000,1
2014-02-15 14:27:00,26.300000,1
2014-02-15 14:28:00,26.400000,1
2014-02-15 14:29:00,26.500000,1
2014-02-15 14:30:00,26.500000,1
2014-02-15 14:31:00,26.500000,1
2014-02-15 14:32:00,26.600000,1
2014-02-15 14:33:00,26.500000,1
2014-02-15 14:34:00,26.500000,1
2014-02-15 14:35:00,26.400000,1
2014-02-15 14:36:00,26.500000,1
2014-02-15 14:37:00,26.600000,1
2014-02-15 14:38:00,26.600000,1
2014-02-15 14:39:00,26.600000,1
2014-02-15 14:40:00,26.700000,1
2014-02-15 14:41:00,26.700000,1
2014-02-15 14:42:00,26.800000,1
2014-02-15 14:43:00,26.900000,1
2014-02-15 14:44:00,26.900000,1
2014-02-15 14:45:00,26.900000,1
2014-02-15 14:46:00,26.800000,1
2014-02-15 14:47:00,26.800000,1
2014-02-15 14:48:00,26.900000,1
2014-02-15 14:49:00,26.900000,1
2014-02-15 14:50:00,26.800000,1
2014-02-15 14:51:00,26.900000,1
2014-02-15 14:52:00,26.900000,1
2014-02-15 14:53:00,26.900000,1
2014-02-15 14:54:00,26.900000,1
2014-02-15 14:55:00,27.000000,1
2014-02-15 14:56:00,27.000000,1
2014-02-15 14:57:00,27.000000,1
2014-02-15 14:58:00,27.200000,1
2014-02-15 14:59:00,27.200000,1
2014-02-15 15:00:00,27.200000,1
2014-02-15 15:01:00,27.300000,1
2014-02-15 15:02:00,27.100000,1
2014-02-15 15:03:00,27.000000,1
2014-02-15 15:04:00,26.900000,1
2014-02-15 15:05:00,26.900000,1
2014-02-15 15:06:00,27.000000,1
2014-02-15 15:07:00,27.000000,1
2014-02-15 15:08:00,27.100000,1
2014-02-15 15:09:00,27.100000,1
2014-02-15 15:10:00,27.100000,1
2014-02-15 15:11:00,27.100000,1
2014-02-15 15:12:00,27.000000,1
2014-02-15 15:13:00,27.000000,1
2014-02-15 15:14:00,27.000000,1
2014-02-15 15:15:00,27.000000,1
2014-02-15 15:16:00,27.000000,1
2014-02-15 15:17:00,27.100000,1
2014-02-15 15:18:00,27.100000,1
2014-02-15 15:19:00,27.100000,1
2014-02-15 15:20:00,27.000000,1
2014-02-15 15:21:00,27.000000,1
2014-02-15 15:22:00,27.000000,1
2014-02-15 15:23:00,27.000000,1
2014-02-15 15:24:00,27.000000,1
2014-02-15 15:25:00,27.000000,1
2014-02-15 15:26:00,27.000000,1
2014-02-15 15:27:00,27.100000,1
2014-02-15 15:28:00,27.200000,1
2014-02-15 15:29:00,27.300000,1
2014-02-15 15:30:00,27.300000,1
2014-02-15 15:31:00,27.200000,1
2014-02-15 15:32:00,27.000000,1
2014-02-15 15:33:00,26.900000,1
2014-02-15 15:34:00,26.900000,1
2014-02-15 15:35:00,27.000000,1
2014-02-15 15:36:00,27.000000,1
2014-02-15 15:37:00,26.900000,1
2014-02-15 15:38:00,26.800000,1
2014-02-15 15:39:00,26.800000,1
2014-02-15 15:40:00,26.800000,1
2014-02-15 15:41:00,26.800000,1
2014-02-15 15:42:00,26.800000,1
2014-02-15 15:43:00,26.700000,1
2014-02-15 15:44:00,26.700000,1
2014-02-15 15:45:00,26.600000,1
2014-02-15 15:46:00,26.700000,1
2014-02-15 15:47:00,26.700000,1
2014-02-15 15:48:00,26.800000,1
2014-02-15 15:49:00,26.800000,1
2014-02-15 15:50:00,26.800000,1
2014-02-15 15:51:00,26.800000,1
2014-02-15 15:52:00,26.800000,1
2014-02-15 15:53:00,26.700000,1
2014-02-15 15:54:00,26.700000,1
2014-02-15 15:55:00,26.700000,1
2014-02-15 15:56:00,26.700000,1
2014-02-15 15:57:00,26.800000,1
2014-02-15 15:58:00,26.800000,1
2014-02-15 15:59:00,26.800000,1
2014-02-15 16:00:00,26.800000,1
2014-02-15 16:01:00,26.800000,1
2014-02-15 16:02:00,26.800000,1
2014-02-15 16:03:00,26.700000,1
2014-02-15 16:04:00,26.700000,1
2014-02-15 16:05:00,26.700000,1
2014-02-15 16:06:00,26.600000,1
2014-02-15 16:07:00,26.600000,1
2014-02-15 16:08:00,26.600000,1
2014-02-15 16:09:00,26.500000,1
2014-02-15 16:10:00,26.500000,1
2014-02-15 16:11:00,26.600000,1
2014-02-15 16:12:00,26.600000,1
2014-02-15 16:13:00,26.600000,1
2014-02-15 16:14:00,26.600000,1
2014-02-15 16:15:00,26.600000,1
2014-02-15 16:16:00,26.500000,1
2014-02-15 16:17:00,26.600000,1
2014-02-15 16:18:00,26.600000,1
2014-02-15 16:19:00,26.600000,1
2014-02-15 16:20:00,26.600000,1
2014-02-15 16:21:00,26.600000,1
2014-02-15 16:22:00,26.600000,1
2014-02-15 16:23:00,26.600000,1
2014-02-15 16:24:00,26.600000,1
2014-02-15 16:25:00,26.600000,1
2014-02-15 16:26:00,26.600000,1
2014-02-15 16:27:00,26.600000,1
2014-02-15 16:28:00,26.600000,1
2014-02-15 16:29:00,26.600000,1
2014-02-15 16:30:00,26.600000,1
2014-02-15 16:31:00,26.600000,1
2014-02-15 16:32:00,26.700000,1
2014-02-15 16:33:00,26.700000,1
2014-02-15 16:34:00,26.600000,1
2014-02-15 16:35:00,26.600000,1
2014-02-15 16:36:00,26.600000,1
2014-02-15 16:37:00,26.600000,1
2014-02-15 16:38:00,26.500000,1
2014-02-15 16:39:00,26.500000,1
2014-02-15 16:40:00,26.500000,1
2014-02-15 16:41:00,26.400000,1
2014-02-15 16:42:00,26.400000,1
2014-02-15 16:43:00,26.300000,1
2014-02-15 16:44:00,26.300000,1
2014-02-15 16:45:00,26.300000,1
2014-02-15 16:46:00,26.400000,1
2014-02-15 16:47:00,26.400000,1
2014-02-15 16:48:00,26.400000,1
2014-02-15 16:49:00,26.300000,1
2014-02-15 16:50:00,26.300000,1
2014-02-15 16:51:00,26.300000,1
2014-02-15 16:52:00,26.300000,1
2014-02-15 16:53:00,26.400000,1
2014-02-15 16:54:00,26.400000,1
2014-02-15 16:55:00,26.400000,1
2014-02-15 16:56:00,26.400000,1
2014-02-15 16:57:00,26.400000,1
2014-02-15 16:58:00,26.300000,1
2014-02-15 16:59:00,26.300000,1
2014-02-15 17:00:00,26.200000,1
2014-02-15 17:01:00,26.200000,1
2014-02-15 17:02:00,26.200000,1
2014-02-15 17:03:00,26.100000,1
2014-02-15 17:04:00,26.100000,1
2014-02-15 17:05:00,26.000000,1
2014-02-15 17:06:00,26.000000,1
2014-02-15 17:07:00,26.000000,1
2014-02-15 17:08:00,25.900000,1
2014-02-15 17:09:00,25.900000,1
2014-02-15 17:10:00,25.900000,1
2014-02-15 17:11:00,25.900000,1
2014-02-15 17:12:00,25.900000,1
2014-02-15 17:13:00,25.800000,1
2014-02-15 17:14:00,25.800000,1
2014-02-15 17:15:00,25.700000,1
2014-02-15 17:16:00,25.700000,1
2014-02-15 17:17:00,25.700000,1
2014-02-15 17:18:00,25.600000,1
2014-02-15 17:19:00,25.600000,1
2014-02-15 17:20:00,25.600000,1
2014-02-15 17:21:00,25.600000,1
2014-02-15 17:22:00,25.600000,1
2014-02-15 17:23:00,25.600000,1
2014-02-15 17:24:00,25.500000,1
2014-02-15 17:25:00,25.500000,1
2014-02-15 17:26:00,25.500000,1
2014-02-15 17:27:00,25.500000,1
2014-02-15 17:28:00,25.500000,1
2014-02-15 17:29:00,25.500000,1
2014-02-15 17:30:00,25.400000,1
2014-02-15 17:31:00,25.400000,1
2014-02-15 17:32:00,25.400000,1
2014-02-15 17:33:00,25.400000,1
2014-02-15 17:34:00,25.400000,1
2014-02-15 17:35:00,25.400000,1
2014-02-15 17:36:00,25.300000,1
2014-02-15 17:37:00,25.300000,1
2014-02-15 17:38:00,25.300000,1
2014-02-15 17:39:00,25.200000,1
2014-02-15 17:40:00,25.200000,1
2014-02-15 17:41:00,25.200000,1
2014-02-15 17:42:00,25.200000,1
2014-02-15 17:43:00,25.200000,1
2014-02-15 17:44:00,25.200000,1
2014-02-15 17:45:00,25.100000,1
2014-02-15 17:46:00,25.100000,1
2014-02-15 17:47:00,25.000000,1
2014-02-15 17:48:00,25.000000,1
2014-02-15 17:49:00,25.000000,1
2014-02-15 17:50:00,25.000000,1
2014-02-15 17:51:00,24.900000,1
2014-02-15 17:52:00,24.900000,1
2014-02-15 17:53:00,24.900000,1
2014-02-15 17:54:00,24.900000,1
2014-02-15 17:55:00,24.800000,1
2014-02-15 17:56:00,24.800000,1
2014-02-15 17:57:00,24.800000,1
2014-02-15 17:58:00,24.800000,1
2014-02-15 17:59:00,24.700000,1
2014-02-15 18:00:00,24.700000,1
2014-02-15 18:01:00,24.700000,1
2014-02-15 18:02:00,24.700000,1
2014-02-15 18:03:00,24.700000,1
2014-02-15 18:04:00,24.600000,1
2014-02-15 18:05:00,24.600000,1
2014-02-15 18:06:00,24.600000,1
2014-02-15 18:07:00,24.600000,1
2014-02-15 18:08:00,24.500000,1
2014-02-15 18:09:00,24.500000,1
