fecha_hora,Temperatura,Calidad
2014-02-27 16:36:00,15.800000,1
2014-02-27 16:37:00,15.700000,1
2014-02-27 16:38:00,15.600000,1
2014-02-27 16:39:00,15.600000,1
2014-02-27 16:40:00,15.600000,1
2014-02-27 16:41:00,15.600000,1
2014-02-27 16:42:00,15.600000,1
2014-02-27 16:43:00,15.600000,1
2014-02-27 16:44:00,15.600000,1
2014-02-27 16:45:00,15.600000,1
2014-02-27 16:46:00,15.600000,1
2014-02-27 16:47:00,15.600000,1
2014-02-27 16:48:00,15.600000,1
2014-02-27 16:49:00,15.700000,1
2014-02-27 16:50:00,15.800000,1
2014-02-27 16:51:00,15.800000,1
2014-02-27 16:52:00,15.800000,1
2014-02-27 16:53:00,15.800000,1
2014-02-27 16:54:00,15.900000,1
2014-02-27 16:55:00,16.000000,1
2014-02-27 16:56:00,16.100000,1
2014-02-27 16:57:00,16.200000,1
2014-02-27 16:58:00,16.300000,1
2014-02-27 16:59:00,16.300000,1
2014-02-27 17:00:00,16.300000,1
2014-02-27 17:01:00,16.300000,1
2014-02-27 17:02:00,16.500000,1
2014-02-27 17:03:00,16.500000,1
2014-02-27 17:04:00,16.600000,1
2014-02-27 17:05:00,16.700000,1
2014-02-27 17:06:00,16.700000,1
2014-02-27 17:07:00,16.700000,1
2014-02-27 17:08:00,16.700000,1
2014-02-27 17:09:00,16.800000,1
2014-02-27 17:10:00,16.800000,1
2014-02-27 17:11:00,16.800000,1
2014-02-27 17:12:00,16.900000,1
2014-02-27 17:13:00,16.900000,1
2014-02-27 17:14:00,17.000000,1
2014-02-27 17:15:00,17.100000,1
2014-02-27 17:16:00,17.200000,1
2014-02-27 17:17:00,17.200000,1
2014-02-27 17:18:00,17.300000,1
2014-02-27 17:19:00,17.400000,1
2014-02-27 17:20:00,17.400000,1
2014-02-27 17:21:00,17.500000,1
2014-02-27 17:22:00,17.500000,1
2014-02-27 17:23:00,17.600000,1
2014-02-27 17:24:00,17.700000,1
2014-02-27 17:25:00,17.700000,1
2014-02-27 17:26:00,17.800000,1
2014-02-27 17:27:00,17.800000,1
2014-02-27 17:28:00,17.800000,1
2014-02-27 17:29:00,17.800000,1
2014-02-27 17:30:00,17.800000,1
2014-02-27 17:31:00,17.800000,1
2014-02-27 17:32:00,17.800000,1
2014-02-27 17:33:00,17.900000,1
2014-02-27 17:34:00,17.800000,1
2014-02-27 17:35:00,17.800000,1
2014-02-27 17:36:00,17.800000,1
2014-02-27 17:37:00,17.800000,1
2014-02-27 17:38:00,17.800000,1
2014-02-27 17:39:00,17.800000,1
2014-02-27 17:40:00,17.900000,1
2014-02-27 17:41:00,17.900000,1
2014-02-27 17:42:00,17.800000,1
2014-02-27 17:43:00,17.800000,1
2014-02-27 17:44:00,17.800000,1
2014-02-27 17:45:00,17.800000,1
2014-02-27 17:46:00,17.900000,1
2014-02-27 17:47:00,17.900000,1
2014-02-27 17:48:00,18.000000,1
2014-02-27 17:49:00,18.000000,1
2014-02-27 17:50:00,18.000000,1
2014-02-27 17:51:00,18.000000,1
2014-02-27 17:52:00,18.100000,1
2014-02-27 17:53:00,18.100000,1
2014-02-27 17:54:00,18.100000,1
2014-02-27 17:55:00,18.100000,1
2014-02-27 17:56:00,18.100000,1
2014-02-27 17:57:00,18.100000,1
2014-02-27 17:58:00,18.100000,1
2014-02-27 17:59:00,18.100000,1
2014-02-27 18:00:00,18.100000,1
2014-02-27 18:01:00,18.000000,1
2014-02-27 18:02:00,18.000000,1
2014-02-27 18:03:00,18.000000,1
2014-02-27 18:04:00,18.000000,1
2014-02-27 18:05:00,18.200000,1
2014-02-27 18:06:00,18.200000,1
2014-02-27 18:07:00,18.200000,1
2014-02-27 18:08:00,18.200000,1
2014-02-27 18:09:00,18.300000,1
2014-02-27 18:10:00,18.200000,1
2014-02-27 18:11:00,18.200000,1
2014-02-27 18:12:00,18.200000,1
2014-02-27 18:13:00,18.200000,1
2014-02-27 18:14:00,18.200000,1
2014-02-27 18:15:00,18.200000,1
2014-02-27 18:16:00,18.300000,1
2014-02-27 18:17:00,18.300000,1
2014-02-27 18:18:00,18.300000,1
2014-02-27 18:19:00,18.300000,1
2014-02-27 18:20:00,18.200000,1
2014-02-27 18:21:00,18.200000,1
2014-02-27 18:22:00,18.200000,1
2014-02-27 18:23:00,18.200000,1
2014-02-27 18:24:00,18.200000,1
2014-02-27 18:25:00,18.200000,1
2014-02-27 18:26:00,18.200000,1
2014-02-27 18:27:00,18.200000,1
2014-02-27 18:28:00,18.200000,1
2014-02-27 18:29:00,18.200000,1
2014-02-27 18:30:00,18.200000,1
2014-02-27 18:31:00,18.200000,1
2014-02-27 18:32:00,18.200000,1
2014-02-27 18:33:00,18.200000,1
2014-02-27 18:34:00,18.200000,1
2014-02-27 18:35:00,18.200000,1
2014-02-27 18:36:00,18.200000,1
2014-02-27 18:37:00,18.200000,1
2014-02-27 18:38:00,18.200000,1
2014-02-27 18:39:00,18.200000,1
2014-02-27 18:40:00,18.300000,1
2014-02-27 18:41:00,18.200000,1
2014-02-27 18:42:00,18.200000,1
2014-02-27 18:43:00,18.300000,1
2014-02-27 18:44:00,18.300000,1
2014-02-27 18:45:00,18.300000,1
2014-02-27 18:46:00,18.300000,1
2014-02-27 18:47:00,18.300000,1
2014-02-27 18:48:00,18.300000,1
2014-02-27 18:49:00,18.300000,1
2014-02-27 18:50:00,18.300000,1
2014-02-27 18:51:00,18.300000,1
2014-02-27 18:52:00,18.300000,1
2014-02-27 18:53:00,18.300000,1
2014-02-27 18:54:00,18.300000,1
2014-02-27 18:55:00,18.300000,1
2014-02-27 18:56:00,18.300000,1
2014-02-27 18:57:00,18.200000,1
2014-02-27 18:58:00,18.200000,1
2014-02-27 18:59:00,18.200000,1
2014-02-27 19:00:00,18.200000,1
2014-02-27 19:01:00,18.300000,1
2014-02-27 19:02:00,18.300000,1
2014-02-27 19:03:00,18.200000,1
2014-02-27 19:04:00,18.300000,1
2014-02-27 19:05:00,18.300000,1
2014-02-27 19:06:00,18.300000,1
2014-02-27 19:07:00,18.300000,1
2014-02-27 19:08:00,18.300000,1
2014-02-27 19:09:00,18.300000,1
2014-02-27 19:10:00,18.300000,1
2014-02-27 19:11:00,18.300000,1
2014-02-27 19:12:00,18.300000,1
2014-02-27 19:13:00,18.300000,1
2014-02-27 19:14:00,18.300000,1
2014-02-27 19:15:00,18.300000,1
2014-02-27 19:16:00,18.300000,1
2014-02-27 19:17:00,18.300000,1
2014-02-27 19:18:00,18.300000,1
2014-02-27 19:19:00,18.400000,1
2014-02-27 19:20:00,18.400000,1
2014-02-27 19:21:00,18.400000,1
2014-02-27 19:22:00,18.300000,1
2014-02-27 19:23:00,18.400000,1
2014-02-27 19:24:00,18.400000,1
2014-02-27 19:25:00,18.400000,1
2014-02-27 19:26:00,18.400000,1
2014-02-27 19:27:00,18.400000,1
2014-02-27 19:28:00,18.400000,1
2014-02-27 19:29:00,18.300000,1
2014-02-27 19:30:00,18.300000,1
2014-02-27 19:31:00,18.300000,1
2014-02-27 19:32:00,18.300000,1
2014-02-27 19:33:00,18.300000,1
2014-02-27 19:34:00,18.300000,1
2014-02-27 19:35:00,18.400000,1
2014-02-27 19:36:00,18.400000,1
2014-02-27 19:37:00,18.400000,1
2014-02-27 19:38:00,18.400000,1
2014-02-27 19:39:00,18.300000,1
2014-02-27 19:40:00,18.300000,1
2014-02-27 19:41:00,18.300000,1
2014-02-27 19:42:00,18.300000,1
2014-02-27 19:43:00,18.300000,1
2014-02-27 19:44:00,18.300000,1
2014-02-27 19:45:00,18.300000,1
2014-02-27 19:46:00,18.300000,1
2014-02-27 19:47:00,18.300000,1
2014-02-27 19:48:00,18.300000,1
2014-02-27 19:49:00,18.300000,1
2014-02-27 19:50:00,18.300000,1
2014-02-27 19:51:00,18.300000,1
2014-02-27 19:52:00,18.300000,1
2014-02-27 19:53:00,18.300000,1
2014-02-27 19:54:00,18.300000,1
2014-02-27 19:55:00,18.400000,1
2014-02-27 19:56:00,18.400000,1
2014-02-27 19:57:00,18.400000,1
2014-02-27 19:58:00,18.400000,1
2014-02-27 19:59:00,18.400000,1
2014-02-27 20:00:00,18.400000,1
2014-02-27 20:01:00,18.400000,1
2014-02-27 20:02:00,18.400000,1
2014-02-27 20:03:00,18.400000,1
2014-02-27 20:04:00,18.400000,1
2014-02-27 20:05:00,18.400000,1
2014-02-27 20:06:00,18.400000,1
2014-02-27 20:07:00,18.400000,1
2014-02-27 20:08:00,18.400000,1
2014-02-27 20:09:00,18.500000,1
2014-02-27 20:10:00,18.500000,1
2014-02-27 20:11:00,18.500000,1
2014-02-27 20:12:00,18.500000,1
2014-02-27 20:13:00,18.500000,1
2014-02-27 20:14:00,18.500000,1
2014-02-27 20:15:00,18.500000,1
2014-02-27 20:16:00,18.500000,1
2014-02-27 20:17:00,18.500000,1
2014-02-27 20:18:00,18.600000,1
2014-02-27 20:19:00,18.600000,1
2014-02-27 20:20:00,18.600000,1
2014-02-27 20:21:00,18.600000,1
2014-02-27 20:22:00,18.600000,1
2014-02-27 20:23:00,18.600000,1
2014-02-27 20:24:00,18.700000,1
2014-02-27 20:25:00,18.700000,1
2014-02-27 20:26:00,18.700000,1
2014-02-27 20:27:00,18.700000,1
2014-02-27 20:28:00,18.700000,1
2014-02-27 20:29:00,18.700000,1
2014-02-27 20:30:00,18.700000,1
2014-02-27 20:31:00,18.700000,1
2014-02-27 20:32:00,18.600000,1
2014-02-27 20:33:00,18.600000,1
2014-02-27 20:34:00,18.600000,1
2014-02-27 20:35:00,18.500000,1
2014-02-27 20:36:00,18.500000,1
2014-02-27 20:37:00,18.500000,1
2014-02-27 20:38:00,18.500000,1
2014-02-27 20:39:00,18.500000,1
2014-02-27 20:40:00,18.500000,1
2014-02-27 20:41:00,18.500000,1
2014-02-27 20:42:00,18.500000,1
2014-02-27 20:43:00,18.500000,1
2014-02-27 20:44:00,18.500000,1
2014-02-27 20:45:00,18.500000,1
2014-02-27 20:46:00,18.500000,1
2014-02-27 20:47:00,18.500000,1
2014-02-27 20:48:00,18.500000,1
2014-02-27 20:49:00,18.500000,1
2014-02-27 20:50:00,18.400000,1
2014-02-27 20:51:00,18.500000,1
2014-02-27 20:52:00,18.500000,1
2014-02-27 20:53:00,18.500000,1
2014-02-27 20:54:00,18.600000,1
2014-02-27 20:55:00,18.600000,1
2014-02-27 20:56:00,18.700000,1
2014-02-27 20:57:00,18.700000,1
2014-02-27 20:58:00,18.700000,1
2014-02-27 20:59:00,18.700000,1
2014-02-27 21:00:00,18.600000,1
2014-02-27 21:01:00,18.600000,1
2014-02-27 21:02:00,18.700000,1
2014-02-27 21:03:00,18.700000,1
2014-02-27 21:04:00,18.700000,1
2014-02-27 21:05:00,18.700000,1
2014-02-27 21:06:00,18.700000,1
2014-02-27 21:07:00,18.700000,1
2014-02-27 21:08:00,18.700000,1
2014-02-27 21:09:00,18.700000,1
2014-02-27 21:10:00,18.700000,1
2014-02-27 21:11:00,18.700000,1
2014-02-27 21:12:00,18.700000,1
2014-02-27 21:13:00,18.800000,1
2014-02-27 21:14:00,18.800000,1
2014-02-27 21:15:00,18.800000,1
2014-02-27 21:16:00,18.800000,1
2014-02-27 21:17:00,18.800000,1
2014-02-27 21:18:00,18.800000,1
2014-02-27 21:19:00,18.800000,1
2014-02-27 21:20:00,18.800000,1
2014-02-27 21:21:00,18.800000,1
2014-02-27 21:22:00,18.800000,1
2014-02-27 21:23:00,18.800000,1
2014-02-27 21:24:00,18.800000,1
2014-02-27 21:25:00,18.800000,1
2014-02-27 21:26:00,18.800000,1
2014-02-27 21:27:00,18.800000,1
2014-02-27 21:28:00,18.800000,1
2014-02-27 21:29:00,18.800000,1
2014-02-27 21:30:00,18.800000,1
2014-02-27 21:31:00,18.800000,1
2014-02-27 21:32:00,18.700000,1
2014-02-27 21:33:00,18.700000,1
2014-02-27 21:34:00,18.700000,1
2014-02-27 21:35:00,18.700000,1
2014-02-27 21:36:00,18.700000,1
2014-02-27 21:37:00,18.700000,1
2014-02-27 21:38:00,18.600000,1
2014-02-27 21:39:00,18.600000,1
2014-02-27 21:40:00,18.600000,1
2014-02-27 21:41:00,18.600000,1
2014-02-27 21:42:00,18.600000,1
2014-02-27 21:43:00,18.500000,1
2014-02-27 21:44:00,18.500000,1
2014-02-27 21:45:00,18.500000,1
2014-02-27 21:46:00,18.600000,1
2014-02-27 21:47:00,18.600000,1
2014-02-27 21:48:00,18.600000,1
2014-02-27 21:49:00,18.600000,1
2014-02-27 21:50:00,18.600000,1
2014-02-27 21:51:00,18.600000,1
2014-02-27 21:52:00,18.600000,1
2014-02-27 21:53:00,18.600000,1
2014-02-27 21:54:00,18.500000,1
2014-02-27 21:55:00,18.400000,1
2014-02-27 21:56:00,18.300000,1
2014-02-27 21:57:00,18.200000,1
2014-02-27 21:58:00,18.100000,1
2014-02-27 21:59:00,18.000000,1
2014-02-27 22:00:00,18.000000,1
2014-02-27 22:01:00,17.900000,1
2014-02-27 22:02:00,17.900000,1
2014-02-27 22:03:00,17.900000,1
2014-02-27 22:04:00,17.800000,1
2014-02-27 22:05:00,17.800000,1
2014-02-27 22:06:00,17.700000,1
2014-02-27 22:07:00,17.700000,1
2014-02-27 22:08:00,17.700000,1
2014-02-27 22:09:00,17.700000,1
2014-02-27 22:10:00,17.700000,1
2014-02-27 22:11:00,17.600000,1
2014-02-27 22:12:00,17.600000,1
2014-02-27 22:13:00,17.600000,1
2014-02-27 22:14:00,17.600000,1
2014-02-27 22:15:00,17.600000,1
2014-02-27 22:16:00,17.700000,1
2014-02-27 22:17:00,17.700000,1
2014-02-27 22:18:00,17.700000,1
2014-02-27 22:19:00,17.700000,1
2014-02-27 22:20:00,17.700000,1
2014-02-27 22:21:00,17.700000,1
2014-02-27 22:22:00,17.700000,1
2014-02-27 22:23:00,17.700000,1
2014-02-27 22:24:00,17.700000,1
2014-02-27 22:25:00,17.700000,1
2014-02-27 22:26:00,17.700000,1
2014-02-27 22:27:00,17.700000,1
2014-02-27 22:28:00,17.700000,1
2014-02-27 22:29:00,17.800000,1
2014-02-27 22:30:00,17.800000,1
2014-02-27 22:31:00,17.800000,1
2014-02-27 22:32:00,17.800000,1
2014-02-27 22:33:00,17.800000,1
2014-02-27 22:34:00,17.800000,1
2014-02-27 22:35:00,17.800000,1
2014-02-27 22:36:00,17.800000,1
2014-02-27 22:37:00,17.700000,1
2014-02-27 22:38:00,17.700000,1
2014-02-27 22:39:00,17.700000,1
2014-02-27 22:40:00,17.600000,1
2014-02-27 22:41:00,17.600000,1
2014-02-27 22:42:00,17.600000,1
2014-02-27 22:43:00,17.600000,1
2014-02-27 22:44:00,17.600000,1
2014-02-27 22:45:00,17.600000,1
2014-02-27 22:46:00,17.500000,1
2014-02-27 22:47:00,17.500000,1
2014-02-27 22:48:00,17.500000,1
2014-02-27 22:49:00,17.500000,1
2014-02-27 22:50:00,17.500000,1
2014-02-27 22:51:00,17.500000,1
2014-02-27 22:52:00,17.500000,1
2014-02-27 22:53:00,17.500000,1
2014-02-27 22:54:00,17.500000,1
2014-02-27 22:55:00,17.600000,1
2014-02-27 22:56:00,17.600000,1
2014-02-27 22:57:00,17.700000,1
2014-02-27 22:58:00,17.700000,1
2014-02-27 22:59:00,17.700000,1
2014-02-27 23:00:00,17.700000,1
2014-02-27 23:01:00,17.700000,1
2014-02-27 23:02:00,17.700000,1
2014-02-27 23:03:00,17.700000,1
2014-02-27 23:04:00,17.700000,1
2014-02-27 23:05:00,17.800000,1
2014-02-27 23:06:00,17.800000,1
2014-02-27 23:07:00,17.800000,1
2014-02-27 23:08:00,17.800000,1
2014-02-27 23:09:00,17.800000,1
2014-02-27 23:10:00,17.800000,1
2014-02-27 23:11:00,17.800000,1
2014-02-27 23:12:00,17.800000,1
2014-02-27 23:13:00,17.800000,1
2014-02-27 23:14:00,17.800000,1
2014-02-27 23:15:00,17.800000,1
2014-02-27 23:16:00,17.800000,1
2014-02-27 23:17:00,17.800000,1
2014-02-27 23:18:00,17.800000,1
2014-02-27 23:19:00,17.800000,1
2014-02-27 23:20:00,17.800000,1
2014-02-27 23:21:00,17.800000,1
2014-02-27 23:22:00,17.800000,1
2014-02-27 23:23:00,17.800000,1
2014-02-27 23:24:00,17.800000,1
2014-02-27 23:25:00,17.800000,1
2014-02-27 23:26:00,17.800000,1
2014-02-27 23:27:00,17.800000,1
2014-02-27 23:28:00,17.800000,1
2014-02-27 23:29:00,17.800000,1
2014-02-27 23:30:00,17.800000,1
2014-02-27 23:31:00,17.800000,1
2014-02-27 23:32:00,17.800000,1
2014-02-27 23:33:00,17.800000,1
2014-02-27 23:34:00,17.800000,1
2014-02-27 23:35:00,17.800000,1
2014-02-27 23:36:00,17.800000,1
2014-02-27 23:37:00,17.700000,1
2014-02-27 23:38:00,17.700000,1
2014-02-27 23:39:00,17.800000,1
2014-02-27 23:40:00,17.800000,1
2014-02-27 23:41:00,17.800000,1
2014-02-27 23:42:00,17.800000,1
2014-02-27 23:43:00,17.800000,1
2014-02-27 23:44:00,17.700000,1
2014-02-27 23:45:00,17.700000,1
2014-02-27 23:46:00,17.700000,1
2014-02-27 23:47:00,17.800000,1
2014-02-27 23:48:00,17.900000,1
2014-02-27 23:49:00,17.900000,1
2014-02-27 23:50:00,17.900000,1
2014-02-27 23:51:00,17.900000,1
2014-02-27 23:52:00,17.900000,1
2014-02-27 23:53:00,17.900000,1
2014-02-27 23:54:00,17.900000,1
2014-02-27 23:55:00,17.900000,1
2014-02-27 23:56:00,17.900000,1
2014-02-27 23:57:00,17.900000,1
2014-02-27 23:58:00,17.900000,1
2014-02-27 23:59:00,18.000000,1
2014-02-28 00:00:00,18.000000,1
2014-02-28 00:01:00,18.000000,1
2014-02-28 00:02:00,18.000000,1
2014-02-28 00:03:00,18.000000,1
2014-02-28 00:04:00,18.000000,1
2014-02-28 00:05:00,18.000000,1
2014-02-28 00:06:00,18.000000,1
2014-02-28 00:07:00,18.000000,1
2014-02-28 00:08:00,18.000000,1
2014-02-28 00:09:00,18.000000,1
2014-02-28 00:10:00,18.000000,1
2014-02-28 00:11:00,18.000000,1
2014-02-28 00:12:00,18.000000,1
2014-02-28 00:13:00,18.000000,1
2014-02-28 00:14:00,18.000000,1
2014-02-28 00:15:00,18.000000,1
2014-02-28 00:16:00,18.000000,1
2014-02-28 00:17:00,18.000000,1
2014-02-28 00:18:00,18.000000,1
2014-02-28 00:19:00,18.000000,1
2014-02-28 00:20:00,17.900000,1
2014-02-28 00:21:00,17.900000,1
2014-02-28 00:22:00,17.900000,1
2014-02-28 00:23:00,17.900000,1
2014-02-28 00:24:00,17.900000,1
2014-02-28 00:25:00,17.900000,1
2014-02-28 00:26:00,17.800000,1
2014-02-28 00:27:00,17.800000,1
2014-02-28 00:28:00,17.800000,1
2014-02-28 00:29:00,17.800000,1
2014-02-28 00:30:00,17.900000,1
2014-02-28 00:31:00,17.900000,1
2014-02-28 00:32:00,17.900000,1
2014-02-28 00:33:00,17.900000,1
2014-02-28 00:34:00,17.900000,1
2014-02-28 00:35:00,17.900000,1
2014-02-28 00:36:00,17.900000,1
2014-02-28 00:37:00,17.900000,1
2014-02-28 00:38:00,17.900000,1
2014-02-28 00:39:00,17.900000,1
2014-02-28 00:40:00,17.800000,1
2014-02-28 00:41:00,17.900000,1
2014-02-28 00:42:00,17.900000,1
2014-02-28 00:43:00,17.900000,1
2014-02-28 00:44:00,17.900000,1
2014-02-28 00:45:00,17.900000,1
2014-02-28 00:46:00,17.900000,1
2014-02-28 00:47:00,17.800000,1
2014-02-28 00:48:00,17.800000,1
2014-02-28 00:49:00,17.800000,1
2014-02-28 00:50:00,17.800000,1
2014-02-28 00:51:00,17.800000,1
2014-02-28 00:52:00,17.800000,1
2014-02-28 00:53:00,17.800000,1
2014-02-28 00:54:00,17.800000,1
2014-02-28 00:55:00,17.800000,1
2014-02-28 00:56:00,17.800000,1
2014-02-28 00:57:00,17.700000,1
2014-02-28 00:58:00,17.700000,1
2014-02-28 00:59:00,17.700000,1
2014-02-28 01:00:00,17.700000,1
2014-02-28 01:01:00,17.700000,1
2014-02-28 01:02:00,17.700000,1
2014-02-28 01:03:00,17.700000,1
2014-02-28 01:04:00,17.700000,1
2014-02-28 01:05:00,17.700000,1
2014-02-28 01:06:00,17.700000,1
2014-02-28 01:07:00,17.700000,1
2014-02-28 01:08:00,17.600000,1
2014-02-28 01:09:00,17.600000,1
2014-02-28 01:10:00,17.700000,1
2014-02-28 01:11:00,17.700000,1
2014-02-28 01:12:00,17.600000,1
2014-02-28 01:13:00,17.600000,1
2014-02-28 01:14:00,17.600000,1
2014-02-28 01:15:00,17.600000,1
2014-02-28 01:16:00,17.600000,1
2014-02-28 01:17:00,17.600000,1
2014-02-28 01:18:00,17.600000,1
2014-02-28 01:19:00,17.600000,1
2014-02-28 01:20:00,17.600000,1
2014-02-28 01:21:00,17.600000,1
2014-02-28 01:22:00,17.700000,1
2014-02-28 01:23:00,17.700000,1
2014-02-28 01:24:00,17.700000,1
2014-02-28 01:25:00,17.700000,1
2014-02-28 01:26:00,17.700000,1
2014-02-28 01:27:00,17.700000,1
2014-02-28 01:28:00,17.500000,1
2014-02-28 01:29:00,17.500000,1
2014-02-28 01:30:00,17.500000,1
2014-02-28 01:31:00,17.500000,1
2014-02-28 01:32:00,17.400000,1
2014-02-28 01:33:00,17.400000,1
2014-02-28 01:34:00,17.400000,1
2014-02-28 01:35:00,17.400000,1
2014-02-28 01:36:00,17.300000,1
2014-02-28 01:37:00,17.400000,1
2014-02-28 01:38:00,17.400000,1
2014-02-28 01:39:00,17.500000,1
2014-02-28 01:40:00,17.500000,1
2014-02-28 01:41:00,17.500000,1
2014-02-28 01:42:00,17.500000,1
2014-02-28 01:43:00,17.500000,1
2014-02-28 01:44:00,17.500000,1
2014-02-28 01:45:00,17.600000,1
2014-02-28 01:46:00,17.600000,1
2014-02-28 01:47:00,17.500000,1
2014-02-28 01:48:00,17.400000,1
2014-02-28 01:49:00,17.400000,1
2014-02-28 01:50:00,17.400000,1
2014-02-28 01:51:00,17.500000,1
2014-02-28 01:52:00,17.500000,1
2014-02-28 01:53:00,17.500000,1
2014-02-28 01:54:00,17.500000,1
2014-02-28 01:55:00,17.500000,1
2014-02-28 01:56:00,17.500000,1
2014-02-28 01:57:00,17.500000,1
2014-02-28 01:58:00,17.500000,1
2014-02-28 01:59:00,17.500000,1
2014-02-28 02:00:00,17.500000,1
2014-02-28 02:01:00,17.500000,1
2014-02-28 02:02:00,17.500000,1
2014-02-28 02:03:00,17.500000,1
2014-02-28 02:04:00,17.500000,1
2014-02-28 02:05:00,17.500000,1
2014-02-28 02:06:00,17.500000,1
2014-02-28 02:07:00,17.500000,1
2014-02-28 02:08:00,17.500000,1
2014-02-28 02:09:00,17.500000,1
2014-02-28 02:10:00,17.500000,1
2014-02-28 02:11:00,17.500000,1
2014-02-28 02:12:00,17.500000,1
2014-02-28 02:13:00,17.400000,1
2014-02-28 02:14:00,17.400000,1
2014-02-28 02:15:00,17.400000,1
2014-02-28 02:16:00,17.500000,1
2014-02-28 02:17:00,17.600000,1
2014-02-28 02:18:00,17.600000,1
2014-02-28 02:19:00,17.500000,1
2014-02-28 02:20:00,17.500000,1
2014-02-28 02:21:00,17.500000,1
2014-02-28 02:22:00,17.500000,1
2014-02-28 02:23:00,17.500000,1
2014-02-28 02:24:00,17.500000,1
2014-02-28 02:25:00,17.500000,1
2014-02-28 02:26:00,17.600000,1
2014-02-28 02:27:00,17.600000,1
2014-02-28 02:28:00,17.600000,1
2014-02-28 02:29:00,17.600000,1
2014-02-28 02:30:00,17.600000,1
2014-02-28 02:31:00,17.600000,1
2014-02-28 02:32:00,17.600000,1
2014-02-28 02:33:00,17.600000,1
2014-02-28 02:34:00,17.600000,1
2014-02-28 02:35:00,17.600000,1
2014-02-28 02:36:00,17.500000,1
2014-02-28 02:37:00,17.500000,1
2014-02-28 02:38:00,17.500000,1
2014-02-28 02:39:00,17.500000,1
2014-02-28 02:40:00,17.500000,1
2014-02-28 02:41:00,17.500000,1
2014-02-28 02:42:00,17.500000,1
2014-02-28 02:43:00,17.500000,1
2014-02-28 02:44:00,17.500000,1
2014-02-28 02:45:00,17.500000,1
2014-02-28 02:46:00,17.500000,1
2014-02-28 02:47:00,17.500000,1
2014-02-28 02:48:00,17.500000,1
2014-02-28 02:49:00,17.500000,1
2014-02-28 02:50:00,17.500000,1
2014-02-28 02:51:00,17.500000,1
2014-02-28 02:52:00,17.500000,1
2014-02-28 02:53:00,17.500000,1
2014-02-28 02:54:00,17.500000,1
2014-02-28 02:55:00,17.600000,1
2014-02-28 02:56:00,17.600000,1
2014-02-28 02:57:00,17.600000,1
2014-02-28 02:58:00,17.600000,1
2014-02-28 02:59:00,17.600000,1
2014-02-28 03:00:00,17.600000,1
2014-02-28 03:01:00,17.700000,1
2014-02-28 03:02:00,17.700000,1
2014-02-28 03:03:00,17.600000,1
2014-02-28 03:04:00,17.600000,1
2014-02-28 03:05:00,17.600000,1
2014-02-28 03:06:00,17.600000,1
2014-02-28 03:07:00,17.600000,1
2014-02-28 03:08:00,17.700000,1
2014-02-28 03:09:00,17.700000,1
2014-02-28 03:10:00,17.700000,1
2014-02-28 03:11:00,17.700000,1
2014-02-28 03:12:00,17.700000,1
2014-02-28 03:13:00,17.700000,1
2014-02-28 03:14:00,17.700000,1
2014-02-28 03:15:00,17.700000,1
2014-02-28 03:16:00,17.700000,1
2014-02-28 03:17:00,17.700000,1
2014-02-28 03:18:00,17.700000,1
2014-02-28 03:19:00,17.700000,1
2014-02-28 03:20:00,17.700000,1
2014-02-28 03:21:00,17.700000,1
2014-02-28 03:22:00,17.700000,1
2014-02-28 03:23:00,17.700000,1
2014-02-28 03:24:00,17.700000,1
2014-02-28 03:25:00,17.700000,1
2014-02-28 03:26:00,17.800000,1
2014-02-28 03:27:00,17.800000,1
2014-02-28 03:28:00,17.800000,1
2014-02-28 03:29:00,17.800000,1
2014-02-28 03:30:00,17.800000,1
2014-02-28 03:31:00,17.800000,1
2014-02-28 03:32:00,17.700000,1
2014-02-28 03:33:00,17.700000,1
2014-02-28 03:34:00,17.700000,1
2014-02-28 03:35:00,17.700000,1
2014-02-28 03:36:00,17.700000,1
